Player,MP,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,GameID,DateTime,FG_x,FGA_x,FG_Percentage_x,3P_x,3PA_x,3P_Percentage_x,FT_x,FTA_x,FT_Percentage_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PlusMinus_x,FG_y,FGA_y,FG_Percentage_y,3P_y,3PA_y,3P_Percentage_y,FT_y,FTA_y,FT_Percentage_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PlusMinus_y
Marvin Williams,38.666666666666664,6.0,14.0,0.429,0.0,0.0,,4.0,4.0,1.0,2.0,6.0,8.0,1.0,0.0,0.0,2.0,3.0,16.0,-22.0,Starter,0.508,0.429,0.0,0.286,6.4,18.2,12.4,4.3,0.0,0.0,11.3,20.5,105.0,117.0,-4.6,200704010ATL,2007-04-01 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Childress,34.61666666666667,5.0,12.0,0.417,1.0,2.0,0.5,1.0,3.0,0.333,1.0,0.0,1.0,5.0,2.0,1.0,1.0,2.0,12.0,-11.0,Starter,0.45,0.458,0.167,0.25,3.6,0.0,1.7,23.9,3.0,1.9,7.0,18.5,106.0,114.0,3.7,200704010ATL,2007-04-01 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaza Pachulia,31.983333333333334,4.0,7.0,0.571,0.0,0.0,,1.0,1.0,1.0,2.0,5.0,7.0,0.0,1.0,0.0,4.0,4.0,9.0,1.0,Starter,0.605,0.571,0.0,0.143,7.7,18.3,13.1,0.0,1.6,0.0,35.0,16.0,83.0,113.0,-7.7,200704010ATL,2007-04-01 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Johnson,25.25,1.0,4.0,0.25,0.0,1.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,3.0,-1.0,Starter,0.307,0.25,0.25,0.5,0.0,4.6,2.4,11.1,2.0,0.0,38.1,13.9,51.0,116.0,-11.4,200704010ATL,2007-04-01 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyronn Lue,24.0,6.0,10.0,0.6,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,4.0,0.0,0.0,4.0,2.0,15.0,-11.0,Reserve,0.689,0.65,0.1,0.2,10.3,0.0,5.0,33.3,0.0,0.0,26.9,27.7,112.0,122.0,1.6,200704010ATL,2007-04-01 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Jones,18.316666666666666,1.0,2.0,0.5,0.0,0.0,,6.0,6.0,1.0,1.0,3.0,4.0,0.0,0.0,5.0,0.0,1.0,8.0,5.0,Reserve,0.862,0.5,0.0,3.0,6.7,19.2,13.1,0.0,0.0,17.9,0.0,11.3,195.0,103.0,15.0,200704010ATL,2007-04-01 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salim Stoudamire,17.4,4.0,7.0,0.571,0.0,0.0,,0.0,0.0,,0.0,5.0,5.0,1.0,0.0,0.0,1.0,4.0,8.0,4.0,Reserve,0.571,0.571,0.0,0.0,0.0,33.6,17.2,11.0,0.0,0.0,12.5,20.5,106.0,112.0,-5.3,200704010ATL,2007-04-01 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelden Williams,5.416666666666667,0.0,0.0,,0.0,0.0,,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,Reserve,1.136,,,,22.7,0.0,11.1,0.0,0.0,0.0,53.2,15.5,121.0,122.0,-6.1,200704010ATL,2007-04-01 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pau Gasol,45.38333333333333,7.0,11.0,0.636,0.0,0.0,,9.0,11.0,0.818,5.0,4.0,9.0,5.0,0.0,2.0,4.0,2.0,23.0,-7.0,Starter,0.726,0.636,0.0,1.0,12.6,10.1,11.3,17.9,0.0,4.0,20.2,18.3,132.0,125.0,2.3,200704010GSW,2007-04-01 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarence Kinsey,44.11666666666667,6.0,14.0,0.429,1.0,4.0,0.25,8.0,11.0,0.727,0.0,8.0,8.0,5.0,2.0,0.0,1.0,0.0,21.0,-9.0,Starter,0.557,0.464,0.286,0.786,0.0,20.7,10.4,17.9,2.2,0.0,5.0,18.8,121.0,121.0,1.3,200704010GSW,2007-04-01 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
