Player,MP,FG_x,FGA_x,FG_Percentage_x,3P_x,3PA_x,3P_Percentage_x,FT_x,FTA_x,FT_Percentage_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PlusMinus_x,Starter,FG_y,FGA_y,FG_Percentage_y,3P_y,3PA_y,3P_Percentage_y,FT_y,FTA_y,FT_Percentage_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PlusMinus_y,GameID,DateTime,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM
JaVale McGee,18.866666666666667,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170NYK,2019-03-17 12:00:00,6.0,10.0,0.6,0.0,0.0,,0.0,1.0,0.0,3.0,4.0,7.0,0.0,3.0,1.0,2.0,3.0,12.0,1.0,0.575,0.6,0.0,0.1,15.3,33.9,22.3,0.0,7.6,5.1,16.1,26.5,103.0,106.0,-1.1
Alex Caruso,27.8,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170NYK,2019-03-17 12:00:00,3.0,6.0,0.5,1.0,1.0,1.0,5.0,6.0,0.833,2.0,1.0,3.0,2.0,5.0,3.0,0.0,3.0,12.0,7.0,0.694,0.583,0.167,1.0,6.9,5.8,6.5,8.3,8.6,10.4,0.0,12.5,161.0,106.0,14.1
Kentavious Caldwell-Pope,27.616666666666667,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170NYK,2019-03-17 12:00:00,4.0,11.0,0.364,2.0,7.0,0.286,1.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.481,0.455,0.636,0.091,7.0,11.6,8.7,0.0,0.0,0.0,0.0,16.7,114.0,131.0,-8.0
Johnathan Williams,24.65,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170NYK,2019-03-17 12:00:00,5.0,7.0,0.714,0.0,0.0,,2.0,3.0,0.667,5.0,2.0,7.0,1.0,0.0,0.0,2.0,5.0,12.0,5.0,0.721,0.714,0.0,0.429,19.5,13.0,17.0,5.2,0.0,0.0,19.4,16.8,131.0,130.0,-6.4
Josh Hart,19.066666666666666,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170NYK,2019-03-17 12:00:00,1.0,5.0,0.2,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,9.0,0.2,0.2,0.6,0.0,0.0,25.2,9.4,11.3,5.0,0.0,0.0,10.5,68.0,117.0,-5.2
Moritz Wagner,4.483333333333333,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170NYK,2019-03-17 12:00:00,2.0,4.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,-7.0,0.615,0.625,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,121.0,132.0,2.1
Damyean Dotson,41.333333333333336,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170NYK,2019-03-17 12:00:00,10.0,20.0,0.5,3.0,10.0,0.3,2.0,2.0,1.0,0.0,6.0,6.0,1.0,0.0,0.0,2.0,2.0,25.0,9.0,0.599,0.575,0.5,0.1,0.0,13.9,8.7,3.6,0.0,0.0,8.7,23.8,118.0,124.0,-5.2
Kevin Knox,37.166666666666664,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170NYK,2019-03-17 12:00:00,8.0,14.0,0.571,3.0,5.0,0.6,0.0,0.0,,0.0,5.0,5.0,1.0,1.0,0.0,3.0,5.0,19.0,7.0,0.679,0.679,0.357,0.0,0.0,12.9,8.1,3.8,1.3,0.0,17.6,19.6,113.0,122.0,-3.4
Mario Hezonja,36.43333333333333,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170NYK,2019-03-17 12:00:00,4.0,8.0,0.5,1.0,2.0,0.5,8.0,8.0,1.0,1.0,7.0,8.0,1.0,2.0,1.0,2.0,3.0,17.0,-5.0,0.738,0.563,0.25,1.0,4.4,18.4,13.2,3.4,2.6,1.9,14.8,15.9,141.0,116.0,2.4
DeAndre Jordan,32.8,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170NYK,2019-03-17 12:00:00,6.0,10.0,0.6,0.0,0.0,,3.0,4.0,0.75,8.0,10.0,18.0,7.0,1.0,1.0,5.0,2.0,15.0,-1.0,0.638,0.6,0.0,0.4,39.0,29.3,32.9,29.1,1.5,2.1,29.8,21.9,126.0,115.0,5.1
Emmanuel Mudiay,32.78333333333333,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170NYK,2019-03-17 12:00:00,8.0,11.0,0.727,3.0,4.0,0.75,9.0,10.0,0.9,0.0,2.0,2.0,8.0,0.0,1.0,4.0,1.0,28.0,-2.0,0.909,0.864,0.364,0.909,0.0,5.9,3.7,36.3,0.0,2.1,20.6,25.4,156.0,126.0,11.6
Kadeem Allen,16.8,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170NYK,2019-03-17 12:00:00,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,3.0,7.0,-3.0,1.215,1.25,0.5,1.0,0.0,5.7,3.6,22.4,0.0,0.0,41.0,12.5,146.0,127.0,-0.8
Allonzo Trier,15.916666666666666,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170NYK,2019-03-17 12:00:00,2.0,5.0,0.4,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,6.0,4.0,-8.0,0.34,0.4,0.4,0.4,0.0,6.0,3.8,23.8,0.0,0.0,33.8,24.0,67.0,126.0,-21.4
Mitchell Robinson,15.2,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170NYK,2019-03-17 12:00:00,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,0.41,0.5,0.0,0.5,10.5,12.6,11.8,0.0,0.0,9.0,0.0,6.9,108.0,118.0,-4.8
Lance Thomas,11.566666666666666,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170NYK,2019-03-17 12:00:00,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,7.0,6.0,0.875,0.875,0.5,0.0,0.0,8.3,5.2,0.0,0.0,0.0,33.3,22.3,98.0,126.0,-3.9
Kemba Walker,35.65,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170MIA,2019-03-17 13:00:00,4.0,16.0,0.25,2.0,8.0,0.25,0.0,0.0,,1.0,3.0,4.0,4.0,1.0,0.0,3.0,1.0,10.0,-13.0,0.313,0.313,0.5,0.0,2.6,8.4,5.4,26.1,1.5,0.0,15.8,24.9,65.0,110.0,-5.7
Nicolas Batum,35.03333333333333,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170MIA,2019-03-17 13:00:00,3.0,11.0,0.273,1.0,7.0,0.143,5.0,5.0,1.0,0.0,7.0,7.0,1.0,0.0,0.0,1.0,3.0,12.0,-18.0,0.455,0.318,0.636,0.455,0.0,20.0,9.7,6.3,0.0,0.0,7.0,18.9,94.0,107.0,-3.6
Marvin Williams,27.75,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170MIA,2019-03-17 13:00:00,1.0,7.0,0.143,0.0,4.0,0.0,0.0,0.0,,1.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,-5.0,0.143,0.143,0.571,0.0,3.4,10.8,7.0,14.3,2.0,9.8,22.2,15.1,38.0,102.0,-4.8
Bismack Biyombo,17.166666666666668,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170MIA,2019-03-17 13:00:00,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,,2.0,4.0,6.0,0.0,0.0,1.0,2.0,4.0,2.0,-12.0,0.333,0.333,0.0,0.0,11.0,23.3,16.9,0.0,0.0,5.3,40.0,13.6,55.0,101.0,-12.8
Miles Bridges,9.9,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170MIA,2019-03-17 13:00:00,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.333,0.333,0.333,0.0,0.0,30.3,14.7,0.0,0.0,0.0,0.0,14.1,71.0,102.0,-5.3
Jeremy Lamb,33.28333333333333,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170MIA,2019-03-17 13:00:00,8.0,20.0,0.4,3.0,9.0,0.333,2.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,0.0,1.0,3.0,21.0,-16.0,0.503,0.475,0.45,0.1,5.7,6.0,5.8,10.0,4.9,0.0,4.6,30.7,103.0,103.0,10.1
Frank Kaminsky,30.466666666666665,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170MIA,2019-03-17 13:00:00,3.0,10.0,0.3,0.0,4.0,0.0,7.0,9.0,0.778,2.0,5.0,7.0,1.0,0.0,0.0,1.0,1.0,13.0,-8.0,0.466,0.3,0.4,0.9,6.2,16.4,11.1,7.4,0.0,0.0,6.7,22.9,101.0,109.0,-0.4
Dwayne Bacon,17.7,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170MIA,2019-03-17 13:00:00,1.0,6.0,0.167,0.0,0.0,,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,1.0,0.0,2.0,2.0,-9.0,0.167,0.167,0.0,0.0,5.3,16.9,11.0,23.3,0.0,5.1,0.0,15.8,58.0,106.0,-5.0
Tony Parker,17.433333333333334,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170MIA,2019-03-17 13:00:00,4.0,5.0,0.8,1.0,2.0,0.5,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,11.0,-3.0,0.935,0.9,0.4,0.4,0.0,11.5,5.6,0.0,0.0,0.0,25.4,21.1,127.0,112.0,5.5
Michael Kidd-Gilchrist,12.05,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170MIA,2019-03-17 13:00:00,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,2.0,1.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,15.6,8.3,12.1,0.0,4.5,0.0,0.0,3.9,79.0,101.0,-7.1
Malik Monk,3.5666666666666664,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170MIA,2019-03-17 13:00:00,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,118.0,-17.3
Josh Richardson,38.11666666666667,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170MIA,2019-03-17 13:00:00,2.0,17.0,0.118,0.0,9.0,0.0,3.0,4.0,0.75,1.0,5.0,6.0,5.0,2.0,0.0,1.0,3.0,7.0,18.0,0.187,0.118,0.529,0.235,2.6,12.3,7.6,20.0,2.9,0.0,5.1,23.6,63.0,86.0,-10.2
Kelly Olynyk,30.9,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170MIA,2019-03-17 13:00:00,1.0,7.0,0.143,0.0,3.0,0.0,2.0,3.0,0.667,3.0,6.0,9.0,6.0,0.0,0.0,3.0,2.0,4.0,4.0,0.24,0.143,0.429,0.429,9.7,18.3,14.1,28.7,0.0,0.0,26.5,16.7,76.0,89.0,-5.6
Bam Adebayo,30.833333333333332,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170MIA,2019-03-17 13:00:00,7.0,10.0,0.7,0.0,0.0,,2.0,4.0,0.5,2.0,7.0,9.0,1.0,2.0,1.0,2.0,3.0,16.0,18.0,0.68,0.7,0.0,0.4,6.5,21.4,14.2,6.7,3.5,3.3,14.5,20.3,116.0,78.0,6.8
Derrick Jones,24.183333333333334,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170MIA,2019-03-17 13:00:00,2.0,6.0,0.333,1.0,2.0,0.5,1.0,4.0,0.25,2.0,3.0,5.0,1.0,1.0,3.0,1.0,3.0,6.0,11.0,0.387,0.417,0.333,0.667,8.3,11.7,10.0,6.6,2.3,12.7,11.4,16.5,85.0,80.0,1.5
Dion Waiters,22.283333333333335,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170MIA,2019-03-17 13:00:00,4.0,10.0,0.4,4.0,8.0,0.5,0.0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,12.0,3.0,0.6,0.6,0.8,0.0,0.0,16.9,8.7,25.5,0.0,0.0,9.1,22.5,118.0,90.0,7.7
Dwyane Wade,28.466666666666665,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170MIA,2019-03-17 13:00:00,6.0,14.0,0.429,2.0,2.0,1.0,3.0,3.0,1.0,2.0,6.0,8.0,2.0,0.0,1.0,1.0,1.0,17.0,19.0,0.555,0.5,0.143,0.214,7.0,19.8,13.6,14.1,0.0,3.6,6.1,26.1,118.0,86.0,7.6
Goran Dragić,27.533333333333335,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170MIA,2019-03-17 13:00:00,7.0,11.0,0.636,4.0,6.0,0.667,1.0,1.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,4.0,19.0,7.0,0.83,0.818,0.545,0.091,0.0,6.8,3.5,32.0,0.0,0.0,8.0,20.6,153.0,95.0,12.5
Hassan Whiteside,17.166666666666668,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170MIA,2019-03-17 13:00:00,3.0,7.0,0.429,0.0,0.0,,0.0,0.0,,5.0,3.0,8.0,0.0,1.0,1.0,0.0,3.0,6.0,0.0,0.429,0.429,0.0,0.0,29.1,16.4,22.6,0.0,3.2,5.9,0.0,18.6,117.0,79.0,0.1
James Johnson,17.1,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170MIA,2019-03-17 13:00:00,2.0,4.0,0.5,2.0,3.0,0.667,0.0,0.0,,0.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,6.0,14.0,0.75,0.75,0.75,0.0,0.0,16.5,8.5,29.7,0.0,6.0,20.0,13.3,130.0,87.0,10.4
Rodney McGruder,3.2333333333333334,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170MIA,2019-03-17 13:00:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,,,,,0.0,29.1,15.0,0.0,0.0,0.0,,0.0,0.0,84.0,-4.4
Duncan Robinson,0.18333333333333332,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170MIA,2019-03-17 13:00:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,98.0,-6.3
Joel Embiid,35.65,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170MIL,2019-03-17 15:30:00,15.0,31.0,0.484,4.0,13.0,0.308,6.0,7.0,0.857,2.0,13.0,15.0,6.0,3.0,1.0,1.0,4.0,40.0,-6.0,0.587,0.548,0.419,0.226,5.4,35.7,20.4,30.1,3.8,3.0,2.9,37.4,131.0,106.0,18.0
Ben Simmons,34.8,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170MIL,2019-03-17 15:30:00,4.0,8.0,0.5,0.0,0.0,,0.0,2.0,0.0,4.0,5.0,9.0,9.0,0.0,0.0,3.0,3.0,8.0,-6.0,0.45,0.5,0.0,0.25,11.0,14.1,12.5,29.9,0.0,0.0,25.3,13.0,111.0,123.0,-1.9
Jimmy Butler,34.15,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170MIL,2019-03-17 15:30:00,8.0,16.0,0.5,2.0,2.0,1.0,9.0,13.0,0.692,3.0,3.0,6.0,3.0,3.0,0.0,2.0,5.0,27.0,5.0,0.622,0.563,0.125,0.813,8.4,8.6,8.5,11.8,4.0,0.0,8.4,26.4,129.0,115.0,6.5
Tobias Harris,34.15,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170MIL,2019-03-17 15:30:00,4.0,7.0,0.571,1.0,2.0,0.5,3.0,4.0,0.75,1.0,6.0,7.0,4.0,1.0,0.0,0.0,0.0,12.0,5.0,0.685,0.643,0.286,0.571,2.8,17.2,9.9,13.6,1.3,0.0,0.0,9.8,161.0,119.0,5.6
J.J. Redick,32.9,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170MIL,2019-03-17 15:30:00,7.0,10.0,0.7,4.0,4.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,19.0,-2.0,0.873,0.9,0.4,0.2,0.0,0.0,0.0,0.0,1.4,3.2,8.4,13.7,151.0,121.0,5.2
Mike Scott,24.15,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170MIL,2019-03-17 15:30:00,2.0,8.0,0.25,2.0,6.0,0.333,0.0,0.0,,3.0,4.0,7.0,1.0,0.0,0.0,2.0,2.0,6.0,15.0,0.375,0.375,0.75,0.0,11.9,16.2,14.1,4.6,0.0,0.0,20.0,15.7,85.0,122.0,-7.5
T.J. McConnell,17.55,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170MIL,2019-03-17 15:30:00,4.0,10.0,0.4,0.0,1.0,0.0,0.0,0.0,,1.0,3.0,4.0,3.0,0.0,0.0,3.0,1.0,8.0,6.0,0.4,0.4,0.1,0.0,5.5,16.7,11.1,22.8,0.0,0.0,23.1,28.2,80.0,122.0,-12.0
James Ennis,15.75,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170MIL,2019-03-17 15:30:00,2.0,5.0,0.4,2.0,4.0,0.5,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,6.0,-4.0,0.6,0.6,0.8,0.0,0.0,12.4,6.2,0.0,0.0,0.0,16.7,14.5,99.0,123.0,-6.9
Boban Marjanović,10.9,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170MIL,2019-03-17 15:30:00,1.0,5.0,0.2,0.0,0.0,,2.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,12.0,0.34,0.2,0.0,0.4,8.8,27.0,17.8,0.0,0.0,0.0,0.0,20.5,92.0,119.0,-11.1
Giannis Antetokounmpo,36.2,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170MIL,2019-03-17 15:30:00,15.0,26.0,0.577,3.0,8.0,0.375,19.0,21.0,0.905,1.0,15.0,16.0,7.0,2.0,1.0,1.0,1.0,52.0,12.0,0.738,0.635,0.308,0.808,2.7,39.8,21.4,40.2,2.5,2.0,2.8,41.0,155.0,112.0,27.9
Khris Middleton,35.75,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170MIL,2019-03-17 15:30:00,8.0,18.0,0.444,3.0,9.0,0.333,0.0,0.0,,1.0,6.0,7.0,6.0,0.0,0.0,1.0,4.0,19.0,-5.0,0.528,0.528,0.5,0.0,2.7,16.1,9.5,25.0,0.0,0.0,5.3,21.7,115.0,126.0,-2.1
Brook Lopez,33.4,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170MIL,2019-03-17 15:30:00,4.0,11.0,0.364,3.0,9.0,0.333,3.0,4.0,0.75,0.0,4.0,4.0,1.0,1.0,4.0,3.0,5.0,14.0,-2.0,0.549,0.5,0.818,0.364,0.0,11.5,5.8,3.9,1.4,8.5,19.0,19.3,90.0,119.0,-3.5
Eric Bledsoe,33.18333333333333,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170MIL,2019-03-17 15:30:00,5.0,14.0,0.357,1.0,4.0,0.25,1.0,3.0,0.333,3.0,2.0,5.0,6.0,2.0,0.0,2.0,3.0,12.0,-17.0,0.392,0.393,0.286,0.214,8.9,5.8,7.3,24.3,2.7,0.0,11.5,21.4,97.0,124.0,-5.4
Nikola Mirotić,23.85,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170MIL,2019-03-17 15:30:00,1.0,7.0,0.143,0.0,6.0,0.0,0.0,0.0,,1.0,3.0,4.0,2.0,2.0,0.0,2.0,1.0,2.0,-8.0,0.143,0.143,0.857,0.0,4.1,12.1,8.1,9.8,3.8,0.0,22.2,15.4,46.0,119.0,-11.8
Pat Connaughton,24.633333333333333,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170MIL,2019-03-17 15:30:00,2.0,5.0,0.4,2.0,4.0,0.5,0.0,0.0,,1.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0,6.0,-6.0,0.6,0.6,0.8,0.0,4.0,7.8,5.9,5.0,1.8,2.9,0.0,8.3,134.0,123.0,-0.8
Ersan İlyasova,17.85,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170MIL,2019-03-17 15:30:00,2.0,3.0,0.667,1.0,2.0,0.5,0.0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,5.0,5.0,0.833,0.833,0.667,0.0,5.5,5.4,5.4,0.0,2.5,0.0,25.0,9.2,121.0,124.0,-1.9
D.J. Wilson,16.033333333333335,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170MIL,2019-03-17 15:30:00,5.0,8.0,0.625,3.0,6.0,0.5,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,13.0,-7.0,0.813,0.813,0.75,0.0,6.1,6.0,6.0,10.7,0.0,0.0,0.0,20.4,159.0,129.0,6.9
George Hill,10.85,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170MIL,2019-03-17 15:30:00,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.5,0.5,0.5,0.0,9.0,8.8,8.9,11.5,0.0,0.0,0.0,7.5,138.0,129.0,-3.3
Tony Snell,8.25,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170MIL,2019-03-17 15:30:00,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,132.0,-12.9
Marc Gasol,36.8,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170DET,2019-03-17 16:00:00,3.0,7.0,0.429,1.0,4.0,0.25,2.0,2.0,1.0,1.0,10.0,11.0,8.0,0.0,1.0,2.0,2.0,9.0,12.0,0.571,0.5,0.571,0.286,3.3,31.1,17.5,29.7,0.0,2.3,20.2,12.9,127.0,115.0,4.8
Kawhi Leonard,36.416666666666664,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170DET,2019-03-17 16:00:00,11.0,21.0,0.524,5.0,8.0,0.625,6.0,8.0,0.75,4.0,6.0,10.0,2.0,1.0,1.0,1.0,2.0,33.0,11.0,0.673,0.643,0.381,0.381,13.2,18.8,16.1,10.8,1.4,2.4,3.9,33.6,136.0,116.0,13.4
Pascal Siakam,32.416666666666664,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170DET,2019-03-17 16:00:00,6.0,13.0,0.462,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,3.0,3.0,1.0,0.0,1.0,6.0,12.0,-7.0,0.462,0.462,0.154,0.0,0.0,10.6,5.4,14.8,1.6,0.0,7.1,20.7,96.0,119.0,-7.2
Danny Green,30.2,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170DET,2019-03-17 16:00:00,4.0,9.0,0.444,4.0,8.0,0.5,0.0,0.0,,0.0,3.0,3.0,4.0,0.0,0.0,1.0,1.0,12.0,8.0,0.667,0.667,0.889,0.0,0.0,11.4,5.8,19.5,0.0,0.0,10.0,15.9,127.0,123.0,4.2
Jeremy Lin,16.65,,,,,,,,,,,,,,,,,,,,Starter,,,,,,,,,,,,,,,,,,,,201903170DET,2019-03-17 16:00:00,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0,0.375,0.375,0.5,0.0,0.0,13.7,7.0,23.9,0.0,0.0,0.0,11.5,112.0,122.0,-2.7
Fred VanVleet,31.35,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170DET,2019-03-17 16:00:00,6.0,10.0,0.6,4.0,5.0,0.8,1.0,2.0,0.5,0.0,1.0,1.0,4.0,0.0,0.0,2.0,3.0,17.0,-4.0,0.781,0.8,0.5,0.2,0.0,3.6,1.9,20.5,0.0,0.0,15.5,19.7,131.0,125.0,2.7
OG Anunoby,18.666666666666668,,,,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,201903170DET,2019-03-17 16:00:00,3.0,7.0,0.429,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,2.0,8.0,-5.0,0.538,0.5,0.286,0.143,6.4,12.2,9.4,0.0,0.0,0.0,28.7,26.8,77.0,122.0,-12.9
