Player,MP,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,GameID,DateTime,FG_x,FGA_x,FG_Percentage_x,3P_x,3PA_x,3P_Percentage_x,FT_x,FTA_x,FT_Percentage_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PlusMinus_x,FG_y,FGA_y,FG_Percentage_y,3P_y,3PA_y,3P_Percentage_y,FT_y,FTA_y,FT_Percentage_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PlusMinus_y
Thabo Sefolosha,21.833333333333332,3.0,6.0,0.5,0.0,2.0,0.0,0.0,0.0,,1.0,5.0,6.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,Starter,0.5,0.5,0.333,0.0,7.1,26.8,18.3,5.9,2.4,0.0,0.0,13.3,116,110,0.4,201206020OKC,2012-06-02 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Harden,32.31666666666667,4.0,13.0,0.308,2.0,3.0,0.667,1.0,2.0,0.5,1.0,6.0,7.0,7.0,1.0,0.0,3.0,2.0,11.0,12.0,Reserve,0.396,0.385,0.231,0.154,4.8,21.7,14.4,27.3,1.6,0.0,17.8,25.3,89,113,-3.5,201206020OKC,2012-06-02 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Collison,19.066666666666666,4.0,5.0,0.8,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,8.0,8.0,Reserve,0.8,0.8,0.0,0.0,8.1,6.1,7.0,7.4,5.6,0.0,16.7,15.2,133,107,7.2,201206020OKC,2012-06-02 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derek Fisher,15.9,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,5.0,Reserve,0.0,0.0,0.75,0.0,0.0,14.7,8.4,27.4,0.0,0.0,0.0,12.2,59,118,-9.6,201206020OKC,2012-06-02 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell Westbrook,44.61666666666667,9.0,24.0,0.375,0.0,4.0,0.0,5.0,5.0,1.0,0.0,4.0,4.0,12.0,4.0,1.0,6.0,4.0,23.0,5.0,Starter,0.439,0.375,0.167,0.208,0.0,11.3,5.7,42.6,4.4,2.2,18.6,32.6,91,103,0.5,201206040SAS,2012-06-04 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Durant,43.28333333333333,10.0,19.0,0.526,2.0,6.0,0.333,5.0,6.0,0.833,1.0,3.0,4.0,5.0,3.0,1.0,4.0,1.0,27.0,3.0,Starter,0.624,0.579,0.316,0.316,2.9,8.8,5.8,19.2,3.4,2.2,15.6,26.8,112,106,7.7,201206040SAS,2012-06-04 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendrick Perkins,29.766666666666666,1.0,4.0,0.25,0.0,0.0,,2.0,2.0,1.0,1.0,9.0,10.0,0.0,0.0,0.0,2.0,6.0,4.0,-17.0,Starter,0.41,0.25,0.0,0.5,4.2,38.2,21.2,0.0,0.0,0.0,29.1,10.5,69,107,-8.3,201206040SAS,2012-06-04 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thabo Sefolosha,21.683333333333334,2.0,4.0,0.5,1.0,3.0,0.333,0.0,0.0,,2.0,2.0,4.0,1.0,1.0,0.0,3.0,4.0,5.0,-8.0,Starter,0.625,0.625,0.75,0.0,11.7,11.7,11.7,6.2,2.3,0.0,42.9,14.6,85,109,-3.7,201206040SAS,2012-06-04 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serge Ibaka,19.85,4.0,6.0,0.667,0.0,0.0,,1.0,2.0,0.5,2.0,3.0,5.0,0.0,0.0,2.0,1.0,4.0,9.0,-3.0,Starter,0.654,0.667,0.0,0.333,12.7,19.1,15.9,0.0,0.0,9.7,12.7,18.0,119,106,0.5,201206040SAS,2012-06-04 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Harden,34.53333333333333,6.0,11.0,0.545,3.0,4.0,0.75,5.0,6.0,0.833,0.0,4.0,4.0,3.0,2.0,0.0,0.0,3.0,20.0,24.0,Reserve,0.733,0.682,0.364,0.545,0.0,14.6,7.3,13.2,2.9,0.0,0.0,17.9,152,107,9.8,201206040SAS,2012-06-04 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
