Player,MP,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,GameID,DateTime
Kyrie Irving,41.78333333333333,9,22,0.409,1,2,0.5,7,7,1.0,1,1,2,6,2,0,4,3,26,4,Starter,0.518,0.432,0.091,0.318,2.8,2.8,2.8,18.8,2.3,0.0,13.8,29.8,108,132,-2.8,201706120GSW,2017-06-12 21:00:00
J.R. Smith,40.81666666666667,9,11,0.818,7,8,0.875,0,1,0.0,0,3,3,1,0,2,0,2,25,-2,Starter,1.093,1.136,0.727,0.091,0.0,8.6,4.3,3.2,0.0,4.5,0.0,12.0,213,133,14.5,201706120GSW,2017-06-12 21:00:00
Kevin Love,29.916666666666668,2,8,0.25,0,3,0.0,2,5,0.4,3,7,10,2,0,1,0,2,6,-23,Starter,0.294,0.25,0.375,0.625,11.7,27.4,19.6,7.3,0.0,3.1,0.0,14.6,95,129,-6.1,201706120GSW,2017-06-12 21:00:00
Tristan Thompson,29.866666666666667,6,8,0.75,0,0,,3,4,0.75,4,4,8,3,1,1,3,1,15,-7,Starter,0.768,0.75,0.0,0.5,15.7,15.7,15.7,12.9,1.6,3.1,23.5,18.3,133,129,6.5,201706120GSW,2017-06-12 21:00:00
Kyle Korver,17.8,1,3,0.333,1,2,0.5,0,0,,0,0,0,0,0,0,1,3,3,0,Reserve,0.5,0.5,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.6,76,138,-11.0,201706120GSW,2017-06-12 21:00:00
Richard Jefferson,17.45,1,3,0.333,0,1,0.0,2,2,1.0,2,0,2,0,0,0,1,4,4,3,Reserve,0.515,0.333,0.333,0.667,13.4,0.0,6.7,0.0,0.0,0.0,20.5,12.0,109,138,-9.8,201706120GSW,2017-06-12 21:00:00
Deron Williams,12.4,0,2,0.0,0,2,0.0,0,0,,0,2,2,2,1,0,2,1,0,2,Reserve,0.0,0.0,1.0,0.0,0.0,18.9,9.4,16.5,3.9,0.0,50.0,13.8,32,124,-12.1,201706120GSW,2017-06-12 21:00:00
Iman Shumpert,3.75,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,1,3,0,-9,Reserve,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,22.8,0,137,-43.7,201706120GSW,2017-06-12 21:00:00
Draymond Green,43.71666666666667,3,10,0.3,2,5,0.4,2,4,0.5,3,9,12,5,2,0,0,4,10,19,Starter,0.425,0.4,0.5,0.4,8.0,24.1,16.1,12.9,2.2,0.0,0.0,11.2,127,118,1.6,201706120GSW,2017-06-12 21:00:00
Stephen Curry,40.8,10,20,0.5,2,9,0.222,12,15,0.8,2,4,6,10,3,0,4,3,34,3,Starter,0.639,0.55,0.45,0.75,5.7,11.5,8.6,34.4,3.6,0.0,13.1,31.2,133,118,10.6,201706120GSW,2017-06-12 21:00:00
Kevin Durant,40.25,14,20,0.7,5,8,0.625,6,6,1.0,1,5,6,5,1,0,4,3,39,18,Starter,0.861,0.825,0.4,0.3,2.9,14.5,8.7,20.3,1.2,0.0,15.0,27.5,150,123,15.2,201706120GSW,2017-06-12 21:00:00
Klay Thompson,34.083333333333336,4,13,0.308,3,7,0.429,0,0,,1,4,5,2,1,1,0,4,11,-6,Starter,0.423,0.423,0.538,0.0,3.4,13.7,8.6,7.0,1.4,2.2,0.0,15.9,108,121,-2.2,201706120GSW,2017-06-12 21:00:00
Zaza Pachulia,9.883333333333333,0,1,0.0,0,0,,0,0,,3,0,3,1,0,0,2,4,0,-9,Starter,0.0,0.0,0.0,0.0,35.5,0.0,17.8,10.6,0.0,0.0,66.7,12.6,74,127,-17.5,201706120GSW,2017-06-12 21:00:00
Andre Iguodala,38.11666666666667,9,14,0.643,2,7,0.286,0,0,,1,3,4,3,0,0,1,1,20,18,Reserve,0.714,0.714,0.5,0.0,3.1,9.2,6.1,10.9,0.0,0.0,6.7,16.4,143,127,3.8,201706120GSW,2017-06-12 21:00:00
Patrick McCaw,11.533333333333333,2,5,0.4,0,2,0.0,2,2,1.0,2,1,3,1,1,0,1,2,6,-3,Reserve,0.51,0.4,0.4,0.4,20.3,10.2,15.2,11.0,4.2,0.0,14.5,24.8,115,117,-0.5,201706120GSW,2017-06-12 21:00:00
David West,10.516666666666667,2,4,0.5,0,0,,0,0,,0,3,3,0,0,1,1,1,4,16,Reserve,0.5,0.5,0.0,0.0,0.0,33.4,16.7,0.0,0.0,7.1,20.0,19.8,79,116,-5.8,201706120GSW,2017-06-12 21:00:00
Shaun Livingston,10.033333333333333,2,3,0.667,0,0,,1,1,1.0,0,0,0,0,0,0,0,2,5,-6,Reserve,0.727,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,153,128,-2.9,201706120GSW,2017-06-12 21:00:00
Matt Barnes,1.0666666666666667,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-5,Reserve,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,129,-4.1,201706120GSW,2017-06-12 21:00:00
