Player,MP,FG_x,FGA_x,FG_Percentage_x,3P_x,3PA_x,3P_Percentage_x,FT_x,FTA_x,FT_Percentage_x,ORB_x,DRB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PlusMinus_x,Starter,TS_Percentage,eFG_Percentage,3PAr,FTr,ORB_Percentage,DRB_Percentage,TRB_Percentage,AST_Percentage,STL_Percentage,BLK_Percentage,TOV_Percentage,USG_Percentage,ORtg,DRtg,BPM,FG_y,FGA_y,FG_Percentage_y,3P_y,3PA_y,3P_Percentage_y,FT_y,FTA_y,FT_Percentage_y,ORB_y,DRB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,PlusMinus_y,GameID,DateTime,FG,FGA,FG_Percentage,3P,3PA,3P_Percentage,FT,FTA,FT_Percentage,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlusMinus
Derrick Favors,13.233333333333333,,,,,,,,,,,,,,,,,,,,Starter,0.25,0.25,0.25,0.0,0.0,17.7,8.6,23.1,0.0,0.0,20.0,17.0,59.0,117.0,-6.2,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,-19.0
Jae Crowder,24.65,,,,,,,,,,,,,,,,,,,,Reserve,0.405,0.25,0.5,1.0,0.0,23.7,11.6,17.7,0.0,0.0,0.0,15.8,99.0,117.0,1.2,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,1.0,6.0,0.167,1.0,3.0,0.333,4.0,6.0,0.667,0.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,7.0,-17.0
Alec Burks,17.533333333333335,,,,,,,,,,,,,,,,,,,,Reserve,0.612,0.591,0.364,0.091,0.0,26.7,13.0,12.8,0.0,0.0,8.0,31.9,108.0,116.0,8.5,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,5.0,11.0,0.455,3.0,4.0,0.75,1.0,1.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,14.0,2.0
Raul Neto,16.9,,,,,,,,,,,,,,,,,,,,Reserve,0.694,0.5,0.25,1.0,0.0,20.8,10.1,38.7,5.7,0.0,14.8,18.0,137.0,104.0,13.7,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,2.0,4.0,0.5,0.0,1.0,0.0,4.0,4.0,1.0,0.0,3.0,3.0,4.0,2.0,0.0,1.0,1.0,8.0,13.0
Jonas Jerebko,14.55,,,,,,,,,,,,,,,,,,,,Reserve,0.773,0.667,0.0,0.667,0.0,16.1,7.9,0.0,3.3,0.0,0.0,12.0,157.0,110.0,7.3,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,2.0,3.0,0.667,0.0,0.0,,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,9.0
Dante Exum,14.5,,,,,,,,,,,,,,,,,,,,Reserve,0.429,0.429,0.0,0.0,15.4,8.1,11.8,0.0,0.0,6.6,12.5,24.8,84.0,111.0,-4.5,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,3.0,7.0,0.429,0.0,0.0,,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,6.0,-3.0
Ekpe Udoh,9.483333333333333,,,,,,,,,,,,,,,,,,,,Reserve,0.0,,,,0.0,24.7,12.1,0.0,0.0,10.1,0.0,4.2,0.0,107.0,-2.2,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,0.0,0.0,,0.0,0.0,,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0
David Stockton,4.283333333333333,,,,,,,,,,,,,,,,,,,,Reserve,0.333,0.333,0.333,0.0,0.0,27.3,13.3,0.0,0.0,0.0,0.0,31.5,65.0,116.0,-13.6,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0
Tony Bradley,1.9,,,,,,,,,,,,,,,,,,,,Reserve,0.5,0.5,0.0,0.0,58.8,0.0,30.1,0.0,0.0,0.0,0.0,47.4,113.0,118.0,4.7,,,,,,,,,,,,,,,,,,,,201805040UTA,2018-05-04 22:30:00,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Kyle Lowry,41.18333333333333,,,,,,,,,,,,,,,,,,,,Starter,0.863,0.846,0.615,0.462,0.0,10.0,4.5,33.3,2.6,0.0,24.2,23.4,140.0,117.0,11.6,,,,,,,,,,,,,,,,,,,,201805050CLE,2018-05-05 20:30:00,9.0,13.0,0.692,4.0,8.0,0.5,5.0,6.0,0.833,0.0,3.0,3.0,7.0,2.0,0.0,5.0,2.0,27.0,-6.0
Fred VanVleet,33.18333333333333,,,,,,,,,,,,,,,,,,,,Starter,0.372,0.278,0.778,0.444,0.0,4.1,1.9,9.0,0.0,0.0,8.5,16.5,87.0,124.0,-9.8,,,,,,,,,,,,,,,,,,,,201805050CLE,2018-05-05 20:30:00,2.0,9.0,0.222,1.0,7.0,0.143,3.0,4.0,0.75,0.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,8.0,14.0
OG Anunoby,32.95,,,,,,,,,,,,,,,,,,,,Starter,0.699,0.75,0.583,0.167,6.9,8.3,7.6,0.0,0.0,2.7,0.0,18.2,147.0,121.0,7.4,,,,,,,,,,,,,,,,,,,,201805050CLE,2018-05-05 20:30:00,7.0,12.0,0.583,4.0,7.0,0.571,0.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,2.0,18.0,0.0
DeMar DeRozan,27.8,,,,,,,,,,,,,,,,,,,,Starter,0.311,0.25,0.0,0.167,4.1,14.8,9.0,11.6,3.8,6.4,18.9,26.6,68.0,108.0,-7.1,,,,,,,,,,,,,,,,,,,,201805050CLE,2018-05-05 20:30:00,3.0,12.0,0.25,0.0,0.0,,2.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,8.0,-23.0
Jonas Valančiūnas,19.583333333333332,,,,,,,,,,,,,,,,,,,,Starter,0.644,0.5,0.0,0.667,17.5,56.0,35.0,0.0,0.0,9.1,34.0,28.0,97.0,108.0,-3.8,,,,,,,,,,,,,,,,,,,,201805050CLE,2018-05-05 20:30:00,3.0,6.0,0.5,0.0,0.0,,4.0,4.0,1.0,3.0,8.0,11.0,0.0,0.0,2.0,4.0,3.0,10.0,-3.0
C.J. Miles,34.25,,,,,,,,,,,,,,,,,,,,Reserve,0.689,0.722,0.778,0.111,6.7,16.0,10.9,5.0,1.5,0.0,9.6,14.2,135.0,119.0,3.5,,,,,,,,,,,,,,,,,,,,201805050CLE,2018-05-05 20:30:00,5.0,9.0,0.556,3.0,7.0,0.429,0.0,1.0,0.0,2.0,4.0,6.0,1.0,1.0,0.0,1.0,4.0,13.0,6.0
Serge Ibaka,28.283333333333335,,,,,,,,,,,,,,,,,,,,Reserve,0.628,0.5,0.429,0.571,4.0,33.9,17.6,5.7,0.0,12.6,18.6,17.7,116.0,108.0,2.5,,,,,,,,,,,,,,,,,,,,201805050CLE,2018-05-05 20:30:00,3.0,7.0,0.429,1.0,3.0,0.333,4.0,4.0,1.0,1.0,7.0,8.0,1.0,0.0,4.0,2.0,6.0,11.0,3.0
Pascal Siakam,14.4,,,,,,,,,,,,,,,,,,,,Reserve,0.5,0.5,0.0,0.0,23.8,0.0,13.0,0.0,0.0,0.0,14.3,22.7,107.0,124.0,-9.7,,,,,,,,,,,,,,,,,,,,201805050CLE,2018-05-05 20:30:00,3.0,6.0,0.5,0.0,0.0,,0.0,0.0,,3.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,6.0,-2.0
Delon Wright,8.366666666666667,,,,,,,,,,,,,,,,,,,,Reserve,0.532,0.0,1.0,2.0,0.0,16.4,7.5,16.4,0.0,21.2,0.0,10.5,145.0,104.0,12.9,,,,,,,,,,,,,,,,,,,,201805050CLE,2018-05-05 20:30:00,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
LeBron James,41.266666666666666,,,,,,,,,,,,,,,,,,,,Starter,0.616,0.558,0.154,0.423,3.3,13.8,9.1,37.5,3.9,2.8,11.5,40.5,119.0,108.0,13.6,,,,,,,,,,,,,,,,,,,,201805050CLE,2018-05-05 20:30:00,14.0,26.0,0.538,1.0,4.0,0.25,9.0,11.0,0.818,1.0,5.0,6.0,7.0,3.0,1.0,4.0,1.0,38.0,2.0
Kevin Love,38.36666666666667,,,,,,,,,,,,,,,,,,,,Starter,0.615,0.536,0.214,0.5,3.6,44.7,26.0,8.6,1.4,3.0,5.5,22.6,125.0,103.0,5.6,,,,,,,,,,,,,,,,,,,,201805050CLE,2018-05-05 20:30:00,7.0,14.0,0.5,1.0,3.0,0.333,6.0,7.0,0.857,1.0,15.0,16.0,2.0,1.0,1.0,1.0,3.0,21.0,20.0
George Hill,34.63333333333333,,,,,,,,,,,,,,,,,,,,Starter,0.761,0.714,0.429,0.286,0.0,3.3,1.8,8.5,0.0,3.3,27.6,15.1,110.0,120.0,-2.4,,,,,,,,,,,,,,,,,,,,201805050CLE,2018-05-05 20:30:00,4.0,7.0,0.571,2.0,3.0,0.667,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,12.0,6.0
Kyle Korver,33.15,,,,,,,,,,,,,,,,,,,,Starter,1.014,1.0,0.75,0.25,0.0,13.8,7.5,9.9,0.0,0.0,10.1,14.3,176.0,118.0,10.6,,,,,,,,,,,,,,,,,,,,201805050CLE,2018-05-05 20:30:00,6.0,8.0,0.75,4.0,6.0,0.667,2.0,2.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,18.0,11.0
J.R. Smith,25.95,,,,,,,,,,,,,,,,,,,,Starter,0.0,0.0,0.5,0.0,0.0,4.4,2.4,4.9,2.0,0.0,0.0,3.7,31.0,116.0,-8.0,,,,,,,,,,,,,,,,,,,,201805050CLE,2018-05-05 20:30:00,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,-4.0
Jeff Green,31.15,,,,,,,,,,,,,,,,,,,,Reserve,0.413,0.417,0.25,0.25,4.4,3.7,4.0,10.2,0.0,3.7,0.0,20.5,96.0,120.0,-4.5,,,,,,,,,,,,,,,,,,,,201805050CLE,2018-05-05 20:30:00,5.0,12.0,0.417,0.0,3.0,0.0,1.0,3.0,0.333,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,11.0,3.0
Tristan Thompson,13.516666666666667,,,,,,,,,,,,,,,,,,,,Reserve,0.0,0.0,0.0,0.0,20.3,8.5,13.8,0.0,0.0,0.0,0.0,3.6,108.0,120.0,-7.9,,,,,,,,,,,,,,,,,,,,201805050CLE,2018-05-05 20:30:00,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.0
Jordan Clarkson,11.333333333333334,,,,,,,,,,,,,,,,,,,,Reserve,0.357,0.357,0.571,0.0,0.0,10.1,5.5,14.3,9.3,0.0,12.5,33.9,70.0,98.0,-2.4,,,,,,,,,,,,,,,,,,,,201805050CLE,2018-05-05 20:30:00,2.0,7.0,0.286,1.0,4.0,0.25,0.0,0.0,,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,-11.0
Rodney Hood,10.633333333333333,,,,,,,,,,,,,,,,,,,,Reserve,0.0,0.0,0.5,0.0,12.9,10.7,11.7,11.9,0.0,0.0,0.0,9.0,64.0,119.0,-15.3,,,,,,,,,,,,,,,,,,,,201805050CLE,2018-05-05 20:30:00,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,-8.0
Draymond Green,37.36666666666667,,,,,,,,,,,,,,,,,,,,Starter,0.444,0.444,0.444,0.0,2.8,20.6,12.0,27.4,6.0,4.1,25.0,13.5,96.0,75.0,9.4,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,3.0,9.0,0.333,2.0,4.0,0.5,0.0,0.0,,1.0,8.0,9.0,9.0,5.0,2.0,3.0,3.0,8.0,28.0
Klay Thompson,36.516666666666666,,,,,,,,,,,,,,,,,,,,Starter,0.468,0.423,0.462,0.154,0.0,18.4,9.6,0.0,0.0,0.0,6.7,17.2,85.0,91.0,-6.5,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,5.0,13.0,0.385,1.0,6.0,0.167,2.0,2.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,2.0,13.0,23.0
Kevin Durant,36.31666666666667,,,,,,,,,,,,,,,,,,,,Starter,0.641,0.593,0.185,0.222,2.9,21.1,12.4,25.2,1.2,2.1,6.3,36.7,122.0,86.0,14.2,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,15.0,27.0,0.556,2.0,5.0,0.4,6.0,6.0,1.0,1.0,8.0,9.0,5.0,1.0,1.0,2.0,1.0,38.0,23.0
Stephen Curry,31.883333333333333,,,,,,,,,,,,,,,,,,,,Starter,0.628,0.588,0.529,0.176,0.0,3.0,1.6,8.9,0.0,0.0,9.8,26.9,109.0,96.0,1.8,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,8.0,17.0,0.471,4.0,9.0,0.444,3.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,23.0,21.0
Andre Iguodala,29.3,,,,,,,,,,,,,,,,,,,,Starter,0.429,0.429,0.714,0.0,3.6,19.7,11.9,23.0,4.6,2.6,0.0,10.1,118.0,79.0,9.5,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,2.0,7.0,0.286,2.0,5.0,0.4,0.0,0.0,,1.0,6.0,7.0,6.0,3.0,1.0,0.0,3.0,6.0,21.0
Kevon Looney,20.55,,,,,,,,,,,,,,,,,,,,Reserve,0.717,0.75,0.0,0.5,5.1,9.3,7.3,6.0,0.0,0.0,17.0,12.1,124.0,94.0,-1.5,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,3.0,4.0,0.75,0.0,0.0,,1.0,2.0,0.5,1.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,7.0,-2.0
Quinn Cook,17.2,,,,,,,,,,,,,,,,,,,,Reserve,0.644,0.625,0.375,0.375,0.0,22.3,11.6,0.0,2.6,0.0,9.7,25.3,108.0,84.0,2.3,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,5.0,8.0,0.625,0.0,3.0,0.0,2.0,3.0,0.667,0.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,12.0,5.0
Shaun Livingston,11.766666666666667,,,,,,,,,,,,,,,,,,,,Reserve,0.4,0.4,0.0,0.0,0.0,8.2,4.2,21.6,0.0,0.0,0.0,17.9,94.0,94.0,-5.0,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,2.0,5.0,0.4,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,3.0
Jordan Bell,4.516666666666667,,,,,,,,,,,,,,,,,,,,Reserve,,,,,0.0,21.3,11.1,23.1,0.0,0.0,,0.0,224.0,90.0,1.4,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
Nick Young,4.15,,,,,,,,,,,,,,,,,,,,Reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,97.0,-13.8,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
David West,3.9333333333333336,,,,,,,,,,,,,,,,,,,,Reserve,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,19.7,0.0,21.4,206.0,82.0,37.1,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,2.0,2.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,4.0,-4.0
Zaza Pachulia,3.4333333333333336,,,,,,,,,,,,,,,,,,,,Reserve,0.568,,,,30.4,0.0,14.6,0.0,13.0,0.0,53.2,23.1,86.0,68.0,-4.1,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,0.0,0.0,,0.0,0.0,,1.0,2.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0
JaVale McGee,3.066666666666667,,,,,,,,,,,,,,,,,,,,Reserve,0.5,0.5,0.5,0.0,0.0,62.6,32.6,0.0,0.0,0.0,0.0,27.5,91.0,78.0,0.9,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
Anthony Davis,39.93333333333333,,,,,,,,,,,,,,,,,,,,Starter,0.492,0.364,0.136,0.455,4.8,26.1,15.0,5.4,1.1,3.9,18.5,32.4,86.0,107.0,-0.8,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,8.0,22.0,0.364,0.0,3.0,0.0,10.0,10.0,1.0,2.0,10.0,12.0,1.0,1.0,2.0,6.0,4.0,26.0,-25.0
Jrue Holiday,39.55,,,,,,,,,,,,,,,,,,,,Starter,0.535,0.531,0.25,0.25,4.9,13.2,8.8,16.3,1.1,0.0,10.1,20.0,103.0,112.0,1.8,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,8.0,16.0,0.5,1.0,4.0,0.25,2.0,4.0,0.5,2.0,5.0,7.0,3.0,1.0,0.0,2.0,3.0,19.0,-25.0
E'Twaun Moore,36.75,,,,,,,,,,,,,,,,,,,,Starter,0.635,0.607,0.286,0.286,0.0,2.8,1.4,6.1,0.0,0.0,6.0,18.2,120.0,116.0,2.1,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,8.0,14.0,0.571,1.0,4.0,0.25,3.0,4.0,0.75,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,20.0,-21.0
Rajon Rondo,31.966666666666665,,,,,,,,,,,,,,,,,,,,Starter,0.255,0.25,0.2,0.4,6.0,29.4,17.2,31.1,0.0,0.0,25.4,19.7,58.0,113.0,-8.1,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,2.0,10.0,0.2,1.0,2.0,0.5,1.0,4.0,0.25,2.0,9.0,11.0,6.0,0.0,0.0,4.0,1.0,6.0,-20.0
Nikola Mirotić,31.866666666666667,,,,,,,,,,,,,,,,,,,,Starter,0.38,0.143,0.286,0.714,6.0,29.5,17.3,9.9,0.0,4.9,17.9,14.0,81.0,108.0,-1.9,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,1.0,7.0,0.143,0.0,2.0,0.0,5.0,5.0,1.0,2.0,9.0,11.0,2.0,0.0,2.0,2.0,3.0,7.0,-16.0
Ian Clark,24.433333333333334,,,,,,,,,,,,,,,,,,,,Reserve,0.359,0.286,0.5,0.214,3.9,4.3,4.1,24.4,5.5,0.0,11.5,28.3,76.0,103.0,-0.8,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,4.0,14.0,0.286,0.0,7.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,4.0,11.0,-11.0
Darius Miller,14.883333333333333,,,,,,,,,,,,,,,,,,,,Reserve,0.0,0.0,1.0,0.0,0.0,21.0,10.1,0.0,3.0,0.0,0.0,5.4,0.0,107.0,-4.6,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0
Solomon Hill,12.4,,,,,,,,,,,,,,,,,,,,Reserve,0.75,0.75,1.0,0.0,7.7,16.8,12.1,13.8,0.0,0.0,33.3,9.7,108.0,114.0,0.7,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,-3.0
Cheick Diallo,4.183333333333334,,,,,,,,,,,,,,,,,,,,Reserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,0.0,9.5,0.0,92.0,-9.6,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,-4.0
DeAndre Liggins,4.033333333333333,,,,,,,,,,,,,,,,,,,,Reserve,,,,,0.0,25.9,12.4,0.0,0.0,0.0,100.0,9.9,0.0,113.0,-14.4,,,,,,,,,,,,,,,,,,,,201805060NOP,2018-05-06 15:30:00,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0
Clint Capela,37.083333333333336,,,,,,,,,,,,,,,,,,,,Starter,0.545,0.545,0.0,0.0,14.1,27.0,20.7,8.9,2.7,14.4,0.0,13.1,133.0,78.0,11.2,,,,,,,,,,,,,,,,,,,,201805060UTA,2018-05-06 20:00:00,6.0,11.0,0.545,0.0,0.0,,0.0,0.0,,5.0,10.0,15.0,2.0,2.0,6.0,0.0,2.0,12.0,3.0
James Harden,36.4,,,,,,,,,,,,,,,,,,,,Starter,0.47,0.386,0.318,0.364,0.0,11.0,5.6,15.0,5.4,0.0,23.9,40.7,77.0,86.0,-2.8,,,,,,,,,,,,,,,,,,,,201805060UTA,2018-05-06 20:00:00,8.0,22.0,0.364,1.0,7.0,0.143,7.0,8.0,0.875,0.0,4.0,4.0,3.0,4.0,0.0,8.0,3.0,24.0,16.0
Chris Paul,35.266666666666666,,,,,,,,,,,,,,,,,,,,Starter,0.565,0.543,0.261,0.087,5.9,28.4,17.4,39.5,2.8,2.5,4.0,31.2,123.0,86.0,15.0,,,,,,,,,,,,,,,,,,,,201805060UTA,2018-05-06 20:00:00,12.0,23.0,0.522,1.0,6.0,0.167,2.0,2.0,1.0,2.0,10.0,12.0,6.0,2.0,1.0,1.0,3.0,27.0,10.0
P.J. Tucker,34.85,,,,,,,,,,,,,,,,,,,,Starter,0.799,0.75,0.833,0.333,3.0,17.2,10.3,4.2,0.0,2.6,0.0,8.7,169.0,95.0,7.0,,,,,,,,,,,,,,,,,,,,201805060UTA,2018-05-06 20:00:00,3.0,6.0,0.5,3.0,5.0,0.6,2.0,2.0,1.0,1.0,6.0,7.0,1.0,0.0,1.0,0.0,2.0,11.0,12.0
Trevor Ariza,31.85,,,,,,,,,,,,,,,,,,,,Starter,0.429,0.429,1.0,0.0,0.0,12.6,6.4,0.0,0.0,0.0,0.0,9.7,90.0,98.0,-4.5,,,,,,,,,,,,,,,,,,,,201805060UTA,2018-05-06 20:00:00,2.0,7.0,0.286,2.0,7.0,0.286,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,6.0,10.0
Eric Gordon,25.75,,,,,,,,,,,,,,,,,,,,Reserve,0.414,0.35,0.6,0.2,0.0,7.8,4.0,11.9,0.0,0.0,15.5,22.1,80.0,99.0,-7.7,,,,,,,,,,,,,,,,,,,,201805060UTA,2018-05-06 20:00:00,3.0,10.0,0.3,1.0,6.0,0.167,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,9.0,3.0
Luc Mbah a Moute,16.15,,,,,,,,,,,,,,,,,,,,Reserve,0.436,0.333,0.667,0.333,0.0,12.4,6.3,0.0,6.1,5.5,22.5,12.2,70.0,81.0,3.9,,,,,,,,,,,,,,,,,,,,201805060UTA,2018-05-06 20:00:00,1.0,3.0,0.333,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0
Gerald Green,12.65,,,,,,,,,,,,,,,,,,,,Reserve,0.6,0.6,1.0,0.0,0.0,7.9,4.0,0.0,0.0,0.0,0.0,17.5,121.0,99.0,1.5,,,,,,,,,,,,,,,,,,,,201805060UTA,2018-05-06 20:00:00,2.0,5.0,0.4,2.0,5.0,0.4,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0
Nenê Hilário,10.0,,,,,,,,,,,,,,,,,,,,Reserve,0.532,0.0,0.0,2.0,10.4,10.0,10.2,13.0,4.9,0.0,34.7,12.7,100.0,87.0,-1.7,,,,,,,,,,,,,,,,,,,,201805060UTA,2018-05-06 20:00:00,0.0,1.0,0.0,0.0,0.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,7.0
Joe Ingles,40.6,,,,,,,,,,,,,,,,,,,,Starter,0.54,0.538,0.538,0.154,0.0,20.6,10.1,19.0,1.2,0.0,12.6,17.4,100.0,104.0,1.6,,,,,,,,,,,,,,,,,,,,201805060UTA,2018-05-06 20:00:00,6.0,13.0,0.462,2.0,7.0,0.286,1.0,2.0,0.5,0.0,8.0,8.0,4.0,1.0,0.0,2.0,3.0,15.0,-7.0
Donovan Mitchell,38.06666666666667,,,,,,,,,,,,,,,,,,,,Starter,0.462,0.375,0.292,0.292,2.6,21.9,12.1,11.5,5.2,0.0,10.0,35.2,89.0,95.0,4.6,,,,,,,,,,,,,,,,,,,,201805060UTA,2018-05-06 20:00:00,8.0,24.0,0.333,2.0,7.0,0.286,7.0,7.0,1.0,1.0,8.0,9.0,2.0,4.0,0.0,3.0,6.0,25.0,-6.0
Jae Crowder,33.983333333333334,,,,,,,,,,,,,,,,,,,,Starter,0.21,0.136,0.636,0.182,0.0,15.4,7.5,9.2,1.4,5.6,0.0,15.6,54.0,101.0,-2.6,,,,,,,,,,,,,,,,,,,,201805060UTA,2018-05-06 20:00:00,1.0,11.0,0.091,1.0,7.0,0.143,2.0,2.0,1.0,0.0,5.0,5.0,2.0,1.0,2.0,0.0,2.0,5.0,-9.0
Rudy Gobert,32.28333333333333,,,,,,,,,,,,,,,,,,,,Starter,0.698,0.714,0.0,0.286,12.4,19.4,15.8,0.0,1.5,8.9,27.6,15.0,106.0,98.0,3.5,,,,,,,,,,,,,,,,,,,,201805060UTA,2018-05-06 20:00:00,5.0,7.0,0.714,0.0,0.0,,1.0,2.0,0.5,4.0,6.0,10.0,0.0,1.0,3.0,3.0,1.0,11.0,-27.0
Royce O'Neale,28.416666666666668,,,,,,,,,,,,,,,,,,,,Starter,0.508,0.429,0.429,0.286,0.0,18.4,9.0,6.3,0.0,0.0,33.7,18.6,68.0,108.0,-8.0,,,,,,,,,,,,,,,,,,,,201805060UTA,2018-05-06 20:00:00,3.0,7.0,0.429,0.0,3.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,1.0,0.0,0.0,4.0,3.0,8.0,-11.0
